"날짜","종가","시가","고가","저가","거래량","변동 %"
"2022- 04- 05","952.47","950.89","953.06","949.46","1.64B","0.54%"
"2022- 04- 04","947.32","940.47","947.33","938.45","1.09B","0.72%"
"2022- 04- 01","940.57","940.49","942.22","936.86","1.25B","-0.42%"
"2022- 03- 31","944.53","936.66","944.92","936.20","1.42B","0.58%"
"2022- 03- 30","939.07","942.08","943.30","936.91","1.54B","0.13%"
"2022- 03- 29","937.83","932.86","937.83","930.34","1.46B","1.16%"
"2022- 03- 28","927.11","934.18","934.18","926.55","1.37B","-0.81%"
"2022- 03- 25","934.69","936.94","937.69","933.09","1.57B","0.32%"
"2022- 03- 24","931.75","926.29","931.87","920.69","1.38B","0.13%"
"2022- 03- 23","930.57","929.35","933.27","927.02","1.44B","0.64%"
"2022- 03- 22","924.67","916.70","924.72","914.33","1.39B","0.68%"
"2022- 03- 21","918.40","926.86","926.86","917.93","1.33B","-0.49%"
"2022- 03- 18","922.96","915.29","922.99","912.00","1.20B","0.97%"
"2022- 03- 17","914.13","903.75","916.22","903.75","1.46B","2.50%"
"2022- 03- 16","891.80","881.89","891.80","879.68","1.35B","2.36%"
"2022- 03- 15","871.22","870.33","874.73","866.47","1.19B","-0.14%"
"2022- 03- 14","872.44","893.18","893.18","870.81","1.15B","-2.16%"
"2022- 03- 11","891.71","888.57","894.99","887.28","1.13B","0.30%"
"2022- 03- 10","889.08","885.05","892.55","884.98","987.43M","2.18%"
"2022- 03- 08","870.14","869.05","881.30","864.69","981.99M","-1.29%"
"2022- 03- 07","881.54","889.95","889.95","878.45","865.67M","-2.16%"
"2022- 03- 04","900.96","908.47","909.24","896.84","1.00B","-1.25%"
"2022- 03- 03","912.32","901.28","912.35","899.85","1.06B","1.88%"
"2022- 03- 02","895.45","880.62","896.80","879.03","1.04B","1.63%"
"2022- 02- 28","881.07","870.27","881.07","868.91","1.07B","0.93%"
"2022- 02- 25","872.98","864.72","872.98","863.47","1.37B","2.92%"
"2022- 02- 24","848.21","869.24","870.58","847.86","1.68B","-3.32%"
"2022- 02- 23","877.33","873.32","879.98","870.25","1.08B","1.06%"
"2022- 02- 22","868.11","869.08","878.33","865.23","1.10B","-1.83%"
"2022- 02- 21","884.25","871.23","884.26","865.58","865.99M","0.29%"
"2022- 02- 18","881.71","862.19","882.01","860.81","953.40M","0.86%"
"2022- 02- 17","874.22","879.12","890.78","858.78","1.17B","-0.45%"
"2022- 02- 16","878.15","857.54","878.15","857.54","876.75M","4.55%"
"2022- 02- 15","839.92","855.62","860.40","837.83","1.04B","-1.51%"
"2022- 02- 14","852.79","864.49","867.24","850.28","889.90M","-2.81%"
"2022- 02- 11","877.42","885.31","889.42","877.28","1.03B","-2.04%"
"2022- 02- 10","895.68","914.65","914.92","893.21","858.88M","-1.63%"
"2022- 02- 09","910.53","904.07","910.53","900.86","890.47M","1.70%"
"2022- 02- 08","895.27","900.70","907.24","887.54","1.18B","-0.46%"
"2022- 02- 07","899.40","905.96","905.96","893.91","901.97M","-0.38%"
"2022- 02- 04","902.87","888.51","902.87","886.93","1.05B","1.26%"
"2022- 02- 03","891.60","887.85","898.37","887.02","1.08B","2.15%"
"2022- 01- 28","872.87","852.57","872.87","835.55","1.03B","2.78%"
"2022- 01- 27","849.23","884.23","885.00","847.34","1.17B","-3.73%"
"2022- 01- 26","882.09","892.01","900.38","881.68","1.12B","-0.83%"
"2022- 01- 25","889.44","920.95","923.07","883.17","1.29B","-2.84%"
"2022- 01- 24","915.40","935.13","935.13","911.02","1.04B","-2.91%"
"2022- 01- 21","942.85","950.67","958.38","937.48","1.13B","-1.65%"
"2022- 01- 20","958.70","934.00","958.70","933.97","1.04B","2.66%"
"2022- 01- 19","933.90","935.06","944.81","929.15","1.22B","-1.06%"
"2022- 01- 18","943.94","959.98","969.17","942.11","1.07B","-1.46%"
"2022- 01- 17","957.90","971.81","971.81","954.82","1.11B","-1.39%"
"2022- 01- 14","971.39","971.11","977.69","967.19","1.37B","-1.21%"
"2022- 01- 13","983.25","994.55","994.55","981.31","1.24B","-0.82%"
"2022- 01- 12","991.33","978.69","991.71","978.69","1.16B","2.21%"
"2022- 01- 11","969.92","982.44","985.13","962.91","1.28B","-1.07%"
"2022- 01- 10","980.38","992.49","992.49","976.41","1.27B","-1.49%"
"2022- 01- 07","995.16","986.18","997.02","986.18","1.47B","1.52%"
"2022- 01- 06","980.30","993.60","1,003.01","979.83","1.46B","-2.90%"
"2022- 01- 05","1,009.62","1,029.12","1,029.12","1,007.84","1.50B","-2.14%"
"2022- 01- 04","1,031.66","1,041.07","1,041.29","1,025.23","1.32B","-0.59%"
"2022- 01- 03","1,037.83","1,038.97","1,039.67","1,030.57","1.05B","0.37%"
"2021- 12- 30","1,033.98","1,029.74","1,034.87","1,021.59","907.42M","0.58%"
"2021- 12- 29","1,028.05","1,028.46","1,034.05","1,022.73","950.94M","0.06%"
"2021- 12- 28","1,027.44","1,016.29","1,027.45","1,014.39","1.29B","1.59%"
"2021- 12- 27","1,011.36","1,008.90","1,013.70","1,006.87","1.15B","0.39%"
"2021- 12- 24","1,007.42","1,008.05","1,010.98","1,005.61","1.24B","0.41%"
"2021- 12- 23","1,003.31","1,004.45","1,007.42","1,001.48","1.44B","0.32%"
"2021- 12- 22","1,000.13","1,004.10","1,005.23","999.05","1.18B","0.35%"
"2021- 12- 21","996.60","994.53","997.30","982.43","1.37B","0.61%"
"2021- 12- 20","990.51","1,001.17","1,004.75","990.51","1.01B","-1.07%"
"2021- 12- 17","1,001.26","1,001.51","1,005.36","995.93","1.10B","-0.65%"
"2021- 12- 16","1,007.86","1,013.05","1,016.32","1,006.90","1.34B","0.43%"
"2021- 12- 15","1,003.52","1,002.18","1,007.44","999.21","1.13B","0.07%"
"2021- 12- 14","1,002.81","1,001.11","1,007.73","996.85","1.08B","-0.31%"
"2021- 12- 13","1,005.96","1,014.27","1,014.90","1,005.96","1.34B","-0.55%"
"2021- 12- 10","1,011.57","1,016.34","1,018.42","1,010.02","1.15B","-1.10%"
"2021- 12- 09","1,022.87","1,009.29","1,022.87","1,009.29","1.06B","1.67%"
"2021- 12- 08","1,006.04","1,006.61","1,012.64","1,003.92","1.07B","0.94%"
"2021- 12- 07","996.64","996.89","999.52","991.07","1.02B","0.48%"
"2021- 12- 06","991.87","990.07","994.15","980.87","1.06B","-0.66%"
"2021- 12- 03","998.47","981.65","998.49","977.91","1.21B","2.15%"
"2021- 12- 02","977.43","967.34","978.16","961.98","1.09B","0.03%"
"2021- 12- 01","977.15","969.90","977.73","949.86","1.08B","1.19%"
"2021- 11- 30","965.63","1,003.04","1,004.83","960.84","1.36B","-2.69%"
"2021- 11- 29","992.34","986.64","1,002.79","980.26","1.35B","-1.35%"
"2021- 11- 26","1,005.89","1,017.90","1,021.15","999.40","1.24B","-0.96%"
"2021- 11- 25","1,015.66","1,023.41","1,025.90","1,015.62","1.10B","-0.44%"
"2021- 11- 24","1,020.13","1,015.23","1,021.13","1,003.19","1.02B","0.63%"
"2021- 11- 23","1,013.72","1,024.33","1,029.08","1,012.95","1.04B","-1.80%"
"2021- 11- 22","1,032.31","1,043.55","1,045.36","1,023.13","1.32B","-0.92%"
"2021- 11- 19","1,041.92","1,032.07","1,042.40","1,029.54","1.27B","0.89%"
"2021- 11- 18","1,032.77","1,033.16","1,034.51","1,018.13","1.47B","0.15%"
"2021- 11- 17","1,031.26","1,039.36","1,039.36","1,028.02","1.41B","-0.41%"
"2021- 11- 16","1,035.46","1,029.35","1,035.98","1,027.07","995.27M","0.62%"
"2021- 11- 15","1,029.03","1,016.35","1,029.07","1,016.16","932.60M","1.98%"
"2021- 11- 12","1,009.07","999.29","1,009.15","998.14","856.02M","1.65%"
"2021- 11- 11","992.65","981.42","994.69","979.68","1.11B","0.50%"
"2021- 11- 10","987.75","1,006.59","1,006.90","983.82","1.48B","-2.07%"
"2021- 11- 09","1,008.68","1,002.51","1,010.79","1,002.51","1.25B","0.62%"
"2021- 11- 08","1,002.50","999.08","1,003.18","988.36","1.25B","0.11%"
"2021- 11- 05","1,001.35","1,006.04","1,006.04","995.35","1.25B","-0.01%"
"2021- 11- 04","1,001.43","1,012.62","1,015.72","995.73","1.23B","-0.36%"
"2021- 11- 03","1,005.00","1,011.20","1,013.68","1,003.66","1.10B","-0.44%"
"2021- 11- 02","1,009.44","1,000.96","1,012.20","1,000.96","1.40B","1.09%"
"2021- 11- 01","998.57","995.56","1,001.25","994.28","1.17B","0.63%"
"2021- 10- 29","992.33","1,004.91","1,005.19","991.03","1.32B","-0.78%"
"2021- 10- 28","1,000.13","1,008.93","1,011.50","999.59","1.31B","-0.87%"
"2021- 10- 27","1,008.95","1,012.91","1,013.17","1,006.03","1.27B","-0.28%"
"2021- 10- 26","1,011.76","1,000.32","1,011.76","1,000.29","1.33B","1.75%"
"2021- 10- 25","994.31","994.75","995.39","986.55","1.06B","-0.08%"
"2021- 10- 22","995.07","992.22","1,000.15","989.43","1.16B","0.14%"
"2021- 10- 21","993.70","1,003.48","1,004.61","992.04","1.56B","-0.79%"
"2021- 10- 20","1,001.62","1,009.11","1,011.55","1,001.10","1.55B","-0.37%"
"2021- 10- 19","1,005.35","997.57","1,005.35","997.10","1.38B","1.16%"
"2021- 10- 18","993.86","992.57","997.92","985.14","1.19B","0.34%"
"2021- 10- 15","990.54","990.24","992.16","981.83","1.37B","0.72%"
"2021- 10- 14","983.43","960.58","983.63","960.52","1.19B","3.14%"
"2021- 10- 13","953.47","939.40","954.63","939.28","1.05B","1.42%"
"2021- 10- 12","940.15","951.12","951.12","936.95","1.14B","-1.36%"
"2021- 10- 08","953.11","959.81","961.72","948.02","1.34B","-0.03%"
"2021- 10- 07","953.43","932.65","953.48","932.32","1.35B","3.37%"
"2021- 10- 06","922.36","962.62","967.67","922.36","1.65B","-3.46%"
"2021- 10- 05","955.37","974.24","974.24","950.09","1.35B","-2.83%"
"2021- 10- 01","983.20","998.70","1,002.68","982.26","1.37B","-2.00%"
"2021- 09- 30","1,003.27","1,001.92","1,010.03","999.58","1.29B","0.18%"
"2021- 09- 29","1,001.46","994.61","1,004.85","989.07","1.31B","-1.09%"
"2021- 09- 28","1,012.51","1,034.04","1,034.07","1,012.51","1.40B","-2.16%"
"2021- 09- 27","1,034.82","1,037.21","1,039.63","1,031.93","1.05B","-0.21%"
"2021- 09- 24","1,037.03","1,040.43","1,045.21","1,034.80","1.31B","0.07%"
"2021- 09- 23","1,036.26","1,040.38","1,043.58","1,036.25","968.17M","-0.94%"
"2021- 09- 17","1,046.12","1,040.73","1,046.13","1,033.69","1.16B","0.64%"
"2021- 09- 16","1,039.43","1,047.85","1,048.37","1,037.72","1.13B","-0.32%"
"2021- 09- 15","1,042.79","1,039.57","1,044.26","1,038.80","1.44B","0.49%"
"2021- 09- 14","1,037.74","1,029.57","1,038.94","1,028.40","1.16B","1.11%"
"2021- 09- 13","1,026.34","1,036.86","1,037.50","1,023.98","1.26B","-1.11%"
"2021- 09- 10","1,037.91","1,035.86","1,039.73","1,026.97","1.38B","0.32%"
"2021- 09- 09","1,034.62","1,033.97","1,042.04","1,027.64","1.41B","-0.25%"
"2021- 09- 08","1,037.22","1,053.46","1,053.46","1,037.22","1.48B","-1.63%"
"2021- 09- 07","1,054.43","1,054.03","1,054.76","1,049.80","1.57B","0.14%"
"2021- 09- 06","1,052.96","1,056.30","1,056.30","1,049.27","1.33B","-0.08%"
"2021- 09- 03","1,053.85","1,049.81","1,054.53","1,047.12","1.44B","0.64%"
"2021- 09- 02","1,047.19","1,048.15","1,048.20","1,042.36","1.29B","0.12%"
"2021- 09- 01","1,045.98","1,038.09","1,046.00","1,035.09","1.15B","0.74%"
"2021- 08- 31","1,038.33","1,032.77","1,038.33","1,026.36","1.24B","0.63%"
"2021- 08- 30","1,031.84","1,030.65","1,035.77","1,027.84","1.18B","0.81%"
"2021- 08- 27","1,023.51","1,017.36","1,027.26","1,014.10","1.30B","0.30%"
"2021- 08- 26","1,020.44","1,020.85","1,026.26","1,015.91","1.08B","0.26%"
"2021- 08- 25","1,017.78","1,017.96","1,017.96","1,006.98","1.23B","0.45%"
"2021- 08- 24","1,013.18","1,002.19","1,015.09","1,000.72","1.33B","2.01%"
"2021- 08- 23","993.18","977.87","996.23","969.48","993.51M","2.61%"
"2021- 08- 20","967.90","997.02","1,000.67","964.02","1.27B","-2.35%"
"2021- 08- 19","991.15","1,013.93","1,022.77","991.13","1.40B","-2.93%"
"2021- 08- 18","1,021.08","1,006.80","1,022.09","999.26","1.10B","0.99%"
"2021- 08- 17","1,011.05","1,039.66","1,039.66","1,009.21","1.18B","-2.86%"
"2021- 08- 13","1,040.78","1,054.28","1,054.46","1,024.48","1.37B","-1.26%"
"2021- 08- 12","1,054.09","1,054.16","1,058.41","1,052.21","1.09B","0.21%"
"2021- 08- 11","1,051.92","1,050.48","1,057.03","1,048.70","1.31B","-0.01%"
"2021- 08- 10","1,052.07","1,060.90","1,060.90","1,048.98","1.69B","-0.75%"
"2021- 08- 09","1,060.00","1,059.29","1,061.78","1,054.58","1.35B","0.02%"
"2021- 08- 06","1,059.80","1,061.32","1,062.03","1,055.64","1.35B","0.02%"
"2021- 08- 05","1,059.54","1,050.45","1,060.14","1,050.32","1.37B","1.11%"
"2021- 08- 04","1,047.93","1,038.96","1,047.93","1,035.98","1.49B","1.14%"
"2021- 08- 03","1,036.11","1,038.91","1,041.76","1,029.05","1.50B","-0.16%"
"2021- 08- 02","1,037.80","1,033.17","1,038.49","1,029.26","1.20B","0.65%"
"2021- 07- 30","1,031.14","1,044.28","1,044.36","1,029.19","1.34B","-1.24%"
"2021- 07- 29","1,044.13","1,040.45","1,044.79","1,039.26","1.21B","0.82%"
"2021- 07- 28","1,035.68","1,043.19","1,048.78","1,030.04","1.42B","-1.04%"
"2021- 07- 27","1,046.55","1,050.87","1,053.46","1,045.66","1.55B","-0.10%"
"2021- 07- 26","1,047.63","1,059.91","1,060.21","1,045.27","1.27B","-0.75%"
"2021- 07- 23","1,055.50","1,053.01","1,059.18","1,053.01","1.39B","0.50%"
"2021- 07- 22","1,050.25","1,046.51","1,051.94","1,046.51","1.62B","0.79%"
"2021- 07- 21","1,042.03","1,051.73","1,051.95","1,041.44","1.32B","-0.15%"
"2021- 07- 20","1,043.64","1,040.99","1,049.20","1,036.14","1.65B","-0.59%"
"2021- 07- 19","1,049.83","1,049.51","1,051.45","1,046.90","1.40B","-0.20%"
"2021- 07- 16","1,051.98","1,053.85","1,053.95","1,044.70","1.73B","-0.22%"
"2021- 07- 15","1,054.31","1,046.57","1,055.82","1,046.57","2.06B","0.89%"
"2021- 07- 14","1,044.98","1,043.50","1,045.45","1,038.68","1.71B","0.16%"
"2021- 07- 13","1,043.31","1,035.68","1,044.64","1,035.68","1.71B","0.84%"
"2021- 07- 12","1,034.64","1,030.36","1,037.01","1,030.36","1.72B","0.55%"
"2021- 07- 09","1,028.93","1,031.78","1,031.78","1,013.91","2.19B","-0.54%"
"2021- 07- 08","1,034.48","1,047.96","1,049.95","1,028.14","1.87B","-1.23%"
"2021- 07- 07","1,047.36","1,045.00","1,050.31","1,042.42","1.69B","0.23%"
"2021- 07- 06","1,044.96","1,047.60","1,049.24","1,043.51","1.96B","-0.23%"
"2021- 07- 05","1,047.33","1,039.79","1,048.16","1,039.79","1.74B","0.88%"
"2021- 07- 02","1,038.18","1,036.28","1,038.54","1,033.94","1.69B","0.25%"
"2021- 07- 01","1,035.64","1,030.48","1,036.47","1,028.48","1.69B","0.55%"
"2021- 06- 30","1,029.96","1,023.74","1,030.94","1,023.74","2.09B","0.73%"
"2021- 06- 29","1,022.52","1,019.64","1,026.83","1,019.28","2.06B","0.45%"
"2021- 06- 28","1,017.91","1,013.47","1,018.76","1,013.47","1.59B","0.57%"
"2021- 06- 25","1,012.13","1,013.97","1,018.98","1,011.31","1.34B","-0.05%"
"2021- 06- 24","1,012.62","1,017.11","1,019.35","1,010.18","1.86B","-0.38%"
"2021- 06- 23","1,016.46","1,012.78","1,020.85","1,012.78","1.86B","0.48%"
"2021- 06- 22","1,011.56","1,012.01","1,016.70","1,008.11","1.61B","0.06%"
"2021- 06- 21","1,010.99","1,014.59","1,014.59","1,006.83","1.51B","-0.48%"
"2021- 06- 18","1,015.88","1,004.57","1,016.33","1,004.57","1.85B","1.21%"
"2021- 06- 17","1,003.72","998.27","1,004.70","994.76","1.88B","0.52%"
"2021- 06- 16","998.49","997.68","1,000.43","995.35","1.44B","0.11%"
"2021- 06- 15","997.37","998.05","999.53","993.64","1.64B","0.00%"
"2021- 06- 14","997.41","992.80","998.85","991.93","1.41B","0.63%"
"2021- 06- 11","991.13","989.39","993.90","989.15","1.55B","0.34%"
"2021- 06- 10","987.77","979.52","993.08","979.47","1.82B","0.92%"
"2021- 06- 09","978.79","986.59","989.15","978.79","1.69B","-0.74%"
"2021- 06- 08","986.12","986.43","988.35","982.75","1.87B","0.03%"
"2021- 06- 07","985.86","989.16","993.06","982.14","1.95B","-0.17%"
"2021- 06- 04","987.58","990.16","990.16","983.02","2.15B","-0.26%"
"2021- 06- 03","990.19","981.52","992.01","981.52","1.70B","0.93%"
"2021- 06- 02","981.10","985.50","986.00","977.74","1.61B","-0.35%"
"2021- 06- 01","984.59","982.25","984.61","979.13","1.78B","0.29%"
"2021- 05- 31","981.78","979.00","983.41","979.00","1.64B","0.44%"
"2021- 05- 28","977.46","974.55","979.59","973.76","1.58B","0.35%"
"2021- 05- 27","974.08","967.01","974.29","960.64","1.85B","0.83%"
"2021- 05- 26","966.06","962.69","967.49","962.69","1.94B","0.41%"
"2021- 05- 25","962.07","949.78","963.40","949.78","1.68B","1.44%"
"2021- 05- 24","948.37","965.23","965.23","948.37","1.54B","-1.79%"
"2021- 05- 21","965.63","972.30","979.37","965.55","1.53B","-0.57%"
"2021- 05- 20","971.13","968.35","971.62","962.78","1.53B","0.21%"
"2021- 05- 18","969.10","962.83","969.79","959.98","1.42B","0.69%"
"2021- 05- 17","962.50","968.02","973.35","958.64","1.46B","-0.44%"
"2021- 05- 14","966.72","953.91","967.18","953.91","1.56B","1.57%"
"2021- 05- 13","951.77","963.31","965.27","948.04","1.45B","-1.59%"
"2021- 05- 12","967.10","978.27","979.99","958.57","1.97B","-1.18%"
"2021- 05- 11","978.61","991.41","991.41","974.10","1.41B","-1.43%"
"2021- 05- 10","992.80","979.38","993.06","979.38","1.32B","1.48%"
"2021- 05- 07","978.30","970.96","981.04","970.96","1.27B","0.86%"
"2021- 05- 06","969.99","966.62","971.65","961.16","1.14B","0.29%"
"2021- 05- 04","967.20","961.32","967.68","944.15","1.55B","0.56%"
"2021- 05- 03","961.81","982.97","986.20","961.30","1.46B","-2.20%"
"2021- 04- 30","983.45","991.08","995.74","975.66","1.47B","-0.73%"
"2021- 04- 29","990.69","999.01","1,004.57","983.73","1.93B","-0.76%"
"2021- 04- 28","998.27","1,021.13","1,021.13","995.96","3.24B","-2.23%"
"2021- 04- 27","1,021.01","1,030.29","1,031.95","1,019.81","3.41B","-0.88%"
"2021- 04- 26","1,030.06","1,027.40","1,030.60","1,025.73","2.93B","0.32%"
"2021- 04- 23","1,026.82","1,024.29","1,029.79","1,018.87","4.10B","0.11%"
"2021- 04- 22","1,025.71","1,023.65","1,029.80","1,023.43","4.09B","0.34%"
"2021- 04- 21","1,022.22","1,031.26","1,031.26","1,019.59","2.89B","-0.94%"
"2021- 04- 20","1,031.88","1,029.18","1,031.90","1,025.48","1.77B","0.24%"
"2021- 04- 19","1,029.46","1,022.06","1,032.64","1,020.58","2.01B","0.77%"
"2021- 04- 16","1,021.62","1,015.71","1,022.36","1,014.40","2.07B","0.76%"
"2021- 04- 15","1,013.90","1,014.34","1,014.72","1,008.80","2.62B","-0.05%"
"2021- 04- 14","1,014.42","1,011.35","1,016.06","1,009.34","3.18B","0.40%"
"2021- 04- 13","1,010.37","1,001.00","1,010.80","1,001.00","3.66B","0.97%"
"2021- 04- 12","1,000.65","992.31","1,000.78","990.32","1.91B","1.14%"
"2021- 04- 09","989.39","983.40","991.17","983.40","1.59B","0.75%"
"2021- 04- 08","982.02","974.14","982.04","969.53","1.91B","0.90%"
"2021- 04- 07","973.22","969.30","974.11","968.35","2.04B","0.47%"
"2021- 04- 06","968.63","971.11","974.14","964.62","2.41B","-0.12%"
"2021- 04- 05","969.77","971.04","973.57","966.52","1.93B","-0.03%"
"2021- 04- 02","970.09","967.56","971.17","966.34","2.33B","0.45%"
"2021- 04- 01","965.78","956.87","965.81","954.93","2.01B","1.01%"
"2021- 03- 31","956.17","958.38","961.02","954.17","1.85B","-0.20%"
"2021- 03- 30","958.06","954.54","959.88","954.54","2.03B","0.42%"
"2021- 03- 29","954.10","956.88","961.73","952.22","2.39B","-0.27%"
"2021- 03- 26","956.70","955.68","959.46","951.13","2.13B","0.18%"
"2021- 03- 25","954.99","953.26","955.24","948.34","1.75B","0.12%"
"2021- 03- 24","953.82","946.23","954.20","939.19","1.73B","0.79%"
"2021- 03- 23","946.31","956.10","962.65","945.97","2.04B","-0.95%"
"2021- 03- 22","955.38","953.04","957.52","948.77","1.78B","0.34%"
"2021- 03- 19","952.11","946.61","953.06","935.27","1.66B","0.24%"
"2021- 03- 18","949.83","945.11","953.10","945.11","2.06B","0.64%"
"2021- 03- 17","943.78","941.20","943.78","935.11","2.76B","0.33%"
"2021- 03- 16","940.65","928.17","941.00","928.17","3.37B","1.48%"
"2021- 03- 15","926.90","926.04","929.69","921.71","2.34B","0.15%"
"2021- 03- 12","925.49","910.41","925.90","910.41","2.86B","1.93%"
"2021- 03- 11","908.01","890.97","908.01","890.97","2.42B","2.02%"
"2021- 03- 10","890.07","900.19","911.04","890.07","2.88B","-0.70%"
"2021- 03- 09","896.36","904.04","904.04","877.73","3.51B","-0.93%"
"2021- 03- 08","904.77","925.19","931.14","904.62","3.32B","-2.03%"
"2021- 03- 05","923.48","923.32","924.42","907.41","2.17B","-0.29%"
"2021- 03- 04","926.20","929.09","929.09","916.75","2.45B","-0.49%"
"2021- 03- 03","930.80","922.52","930.86","920.07","3.39B","0.83%"
"2021- 03- 02","923.17","919.17","936.61","914.49","2.96B","1.01%"
"2021- 02- 26","913.94","930.54","930.54","904.18","2.64B","-2.38%"
"2021- 02- 25","936.21","910.15","936.94","910.15","2.45B","3.30%"
"2021- 02- 24","906.31","936.80","944.71","906.31","3.62B","-3.23%"
